b_Intercept,b_decisionfirst,b_decisionsecond,sd_doctor__Intercept,sd_picture__Intercept
0.6831640692436803,-0.49972425463226455,-0.9216702415435072,0.0048088163015673115,0.0016739747194436877
0.7491898789925748,-0.6453801809243156,-0.9348963415228592,0.02882635946676444,0.09841032555360416
0.6609323500646276,-0.5443707301714849,-0.82093434734169,0.014235222932789188,0.016678291201683484
0.7549591307521751,-0.6087376788273239,-0.9731340516210911,0.0028971616075492462,0.02583095995608865
0.6573374087227133,-0.5424414705498173,-0.8005161634755561,0.010739806164812925,0.0076442364020131316
0.6868823243458373,-0.4170964986562362,-0.8586711091020882,0.013201669014529056,0.018139751284214058
0.7949311350551906,-0.680985748642886,-1.1358347050937478,0.013341133051288347,0.03276252406747513
0.8198685025469594,-0.6796868115761214,-1.0301086215832205,0.03453117612841748,0.03156907265379434
0.7711213316066162,-0.5781725188055263,-1.070889019293748,0.02336721421400542,0.07493473561687418
0.7475015857862864,-0.5815050348048438,-0.9260252379818155,0.10329902138792788,0.07817233793147742
0.8423002658111858,-0.6999841204309297,-1.0105022788345082,0.0734083641932713,0.024784932485272415
0.7264842590873298,-0.5343829845017904,-0.8778797454323525,0.1035703935205694,0.07287657188446368
0.7092280288084192,-0.5834067466848298,-0.960826437959656,0.03997382269536022,0.06727456592189689
0.7308099729257395,-0.4985787476853324,-0.9920972395273714,0.015809162047636053,0.08344525706292788
0.7174335938319254,-0.5346399497880575,-0.8375011641934084,0.01045307070129341,0.01318122805427699
0.8487395404964648,-0.500307346448919,-1.1393405138630959,0.04947995341437729,0.08438342306851007
0.652518826050283,-0.6234919877362324,-0.8023890815575159,0.016165374649076563,0.009033706763028592
0.6389628516897381,-0.41968221315081555,-0.8460313517940904,0.0023340806796090852,0.02451838661367347
0.673571247350736,-0.521158377840363,-0.866759303538918,0.04618682871623234,0.04229416943541353
0.6329271288948144,-0.4487611540990247,-0.7858854080669437,0.01914196869613271,0.01640846910972807
0.7792429231283958,-0.5616908806483628,-0.9777352510016072,0.011197168024365517,0.04710760330690233
0.5938272814966064,-0.4725101285693214,-0.7263855175186349,0.05253702295039376,0.017338372968382587
0.7527766871953865,-0.5988979194309526,-0.9149014833756315,0.04529329861671594,0.07690351386117474
0.7953858201241139,-0.605391350299449,-1.0558174681847166,0.006517906247454728,0.03951884066581834
0.7724967880273156,-0.6495042811294703,-1.0212191218574174,0.024469124781285875,0.027878494829664813
0.7013405356588762,-0.5499799336862249,-0.8914807448566727,0.02095603611727343,0.06852146323233155
0.7933091676708334,-0.5956947148935011,-1.0441599283684029,0.1031301778730561,0.05328136397662403
0.7649668067341411,-0.6278117734281652,-1.030702307830711,0.05468510720238019,0.02644964091184255
0.5990463332955567,-0.4178690462730428,-0.7775182609461311,0.022729532820184126,0.038689398827258754
0.6782704411244301,-0.4911926997747732,-0.9136496273800511,0.021148893189885113,0.07496448298865642
0.7359703403584648,-0.5224976170604837,-0.9598708230749409,0.028255861121259235,0.011151169271630679
0.7751929759390253,-0.6907219131819113,-1.043393295069212,0.005019515926453808,0.017689457844613416
0.6780910374994186,-0.5093681550590528,-0.9301612667741279,0.035244284193658756,0.09201137694726214
0.6775580954916093,-0.4930828626197765,-0.8762480012339742,0.022712788289939386,0.04187206121597301
0.755715541963192,-0.47512465648999685,-0.8776010798772378,0.05953680925040819,0.011627221454585258
0.7348605774627733,-0.5073623381277015,-0.9093330603858006,0.04518893243032733,0.015100842141517967
0.7836193425997173,-0.6461348214788503,-0.9838150292025295,0.05452982452008698,0.09081204559208757
0.7028294846302705,-0.5814560988980187,-0.9584285248038286,0.10094771412004688,0.06822089219405748
0.741727052997412,-0.5561213715019379,-0.9697107955360996,0.03668923899039279,0.024021548012496053
0.6430775236012694,-0.49021050921290815,-0.8967752327500632,0.011644711847331582,0.01606244430676705
0.6683618301094307,-0.489402672275574,-0.8504852268739814,0.05501560267636146,0.022757450596224468
0.5913034539386324,-0.44555472450122785,-0.7669424867548722,0.025315817755831305,0.03087171068881701
0.8399898393975052,-0.5518840276495655,-1.0167151028767385,0.06565866077304501,0.06405455677734617
0.7452790304497259,-0.6698929804464522,-0.9676025111377519,0.02964041969953053,0.013827747610739521
0.6715237663116498,-0.3881279411905592,-0.8638579998283773,0.06194968582535358,0.034490987993469176
0.7476379409080228,-0.555681089431263,-0.9392829232429755,0.021185203443423443,0.07559144204386221
0.7950182192677611,-0.6340112473839163,-1.0234666198176867,0.06235255786682579,0.0014203257258955332
0.758354468356006,-0.6098402508316428,-0.8585747546413731,0.06415138650651307,0.046787201478146696
0.7537064043438901,-0.5306927649096651,-0.9959722782339484,0.005650248640011709,0.018238538578500465
0.6026690392333763,-0.5075831670581037,-0.8577803809000577,0.024855615916022665,0.027163815038943655
0.6954191714118823,-0.5192742038727876,-0.8863493500227677,0.051675033059321696,0.056549340371760265
0.676506167530589,-0.4516566832417241,-0.8586520779945519,0.01670160242361799,0.1027852083689782
0.7025641814667046,-0.6320698482069737,-0.9306815519161693,0.07117304975731899,0.014372231242314272
0.5871541626922883,-0.46110198607659664,-0.7032787541659925,0.10470094644040838,0.04045078891602045
0.6478115506461601,-0.4061282663411955,-0.8567161017106747,0.12041925261851251,0.11744891290334829
0.7481942671275805,-0.40958401685198875,-1.0003697570835974,0.013261185757552916,0.015891470994625557
0.7220760419796965,-0.4935684288861526,-0.9065595211035911,0.01973383119820439,0.019133948395731848
0.7708653082110892,-0.44589344849409357,-0.9808544781006834,0.06404308291819234,0.08062311744168711
0.7303942144799607,-0.6020706074839782,-0.9001371406057221,0.06456835747009242,0.032020837566467675
0.821312890445157,-0.6196038666244723,-1.0254672906678237,0.064293318357606,0.006974427292854657
0.7443363803753567,-0.6177356471826877,-0.9340235167036045,0.07095407716551763,0.039144037705932236
0.8255164819486784,-0.6087652886921534,-1.025388534649575,0.05652060061003088,0.013050049051830204
0.6859458965444867,-0.4308223417730755,-0.87123897247407045,0.021508872130679698,0.034594614313838486
0.7643567315389217,-0.5559577968760185,-0.9206238925829988,0.06085218535415262,0.09264297519463928
0.7441186546346394,-0.5096446516036017,-0.8816753075523771,0.09087949362395503,0.04329654463151111
0.6268924072162054,-0.32838552319833153,-0.8497508410391083,0.018169909280776116,0.030024787427627042
0.7709179890173623,-0.4724105702972203,-0.9598333224574506,0.0037752530792579094,0.01140659239271592
