b_Intercept,sd_doctor__Intercept,sd_picture__Intercept,sigma
3.7499446090772697,0.46638532606706434,0.25519895497921374,0.5712675028194073
3.7447601106824817,0.456691547121739,0.2434548142781347,0.5795695295098424
3.693642738444853,0.46246191491610467,0.231978726408139,0.5819428461099118
3.614706511919036,0.48897777038351997,0.21507161248806084,0.5796995647591184
3.553257258349451,0.46622347673532744,0.2518361778940677,0.5910227179989577
3.6061133288332896,0.4423104410831028,0.25823562564227387,0.5696837711331563
3.6852858040983034,0.4168520821583729,0.2949297673165665,0.5816433931188464
3.700337667351008,0.4417833078475745,0.23504870348417403,0.582841320342359
3.66085310300634,0.4552724461164067,0.2554020953319142,0.5749286521103879
3.6655459455806074,0.4482310464638889,0.24546864670204094,0.5786483260887813
3.637387463998898,0.46778865579463613,0.24128339196590637,0.5685744262699929
3.586033559536116,0.4769421903369801,0.23076691852122744,0.5829977190687137
3.606954917150614,0.49675667665745404,0.23718878619109368,0.5901541170013386
3.627848642166934,0.5141938210823697,0.22943595692930766,0.5758052395222907
3.638020051183191,0.46947696181524,0.2833652955144711,0.5689930966062563
3.67325817314218,0.446717883171823,0.2411787809733926,0.5676414129924927
3.6652324992365526,0.45496409605098975,0.2356886029786867,0.5733706702137783
3.734883650956061,0.4237210401576459,0.22611890229569365,0.5584049978767455
3.795841582406727,0.42054554638701597,0.24642719302762023,0.576263836744205
3.768946474989092,0.44679548618693843,0.2556087059367349,0.5803658534482029
3.719820120786056,0.4248865959653612,0.2283651650315485,0.5663067921438162
3.7309166754083156,0.4321428062228281,0.27093458594501485,0.5827518963981704
3.7215583717592366,0.4613380774469472,0.29861455149219823,0.5755497171280829
3.7462561194586543,0.48342602612064645,0.2697904025776402,0.576170394224176
3.735399215483062,0.5280028524655965,0.3338498196340644,0.5815373186980922
3.7904635842561625,0.5103539236492831,0.26638611117824224,0.5792580708771877
3.7119760083429365,0.5275142992202123,0.21889105000032105,0.5756905442524951
3.771225583876095,0.5167639656052756,0.23105544809362144,0.5698351681091404
3.6943145832477784,0.5041009382975893,0.22387791304987176,0.5726324349704418
3.707747319916372,0.5679897635278492,0.27707707910471757,0.5777118874730482
3.790550833920233,0.4724004379754826,0.2630283841271074,0.5706613411349394
3.779899868915271,0.4164555626920959,0.2840063135805663,0.5705924901220955
3.7840292747496815,0.45046424559443404,0.2459594933923181,0.5805062204752693
3.7507535337032833,0.47855957214019773,0.2504377345773813,0.5743030681721475
3.647264984579387,0.425392875664843,0.2785038101952805,0.569800911564487
3.662051345701695,0.4601255125895077,0.25052927161277266,0.5809671294204818
3.7747947985925228,0.46613547944922484,0.21970773054013545,0.5799398053662578
3.71431762214924,0.4801834341613676,0.2675648215859564,0.567731746554539
3.725758740551037,0.47602530439243995,0.2522372754741491,0.5729364658666869
3.711196804536926,0.5231275898673724,0.30758193618921476,0.5750304014998818
3.713832240561896,0.527591140478131,0.3014836685355711,0.5728940680061002
3.6841282372593027,0.5462701474776984,0.28847919353857376,0.5680609355214901
3.7003629319104228,0.4395433800045082,0.2480492112509565,0.5763490823895482
3.635372126416823,0.4348912554648636,0.239737319715749,0.5752134057563524
3.713412309424367,0.4643248950759899,0.24896724614525068,0.5715310928982125
3.6781322380035633,0.47470706198823076,0.2233502167290983,0.5781555943339757
3.6655379996263964,0.49940107919040555,0.2169038080072386,0.5846477556428179
3.792246907751646,0.460195895071693,0.2089160298957229,0.5671017672465266
3.796868805813208,0.5052402847089023,0.2836003575559516,0.5793477611459286
3.8412525020152897,0.48110807225533064,0.23844972418804133,0.5642972875084659
3.845321564176543,0.512933107026033,0.28832338430505605,0.5710602284127929
3.786228001952309,0.4417542896898888,0.2547860132737839,0.5775887223751744
3.8439529301173927,0.4325904865991435,0.22072093609565738,0.5873302096805034
3.773634533137043,0.4324061999815579,0.2166077858298926,0.5758471882785122
3.765785658192782,0.4547168609377365,0.23585939887977128,0.5823534362194775
3.787306616275449,0.41249140621701064,0.25027007136335216,0.5675867187336167
3.70777402689657,0.44050635893899537,0.27374618873664947,0.5780146946888433
3.7232546003095317,0.4438584405350036,0.2237179764162519,0.5742945913896057
3.657407620200101,0.5150027701711923,0.27352454784605834,0.577403824100505
3.718429404262252,0.49567407915381095,0.24535712096407564,0.5701888550965394
3.666375467267853,0.4347368979753283,0.28798624329669614,0.5759572307493013
3.686939773590485,0.4030117987477393,0.2534536911189519,0.5829066417810995
3.6857128344459293,0.4067590124035619,0.2638924953160951,0.5717781432617082
3.7421248596515615,0.4333452669871009,0.24900973723811307,0.5837119546448696
3.747380266977498,0.4523206936223939,0.2830314096273444,0.5787469791285724
3.6618099705193616,0.4202851185170525,0.25274709101540194,0.5799413232628754
3.7788241821397204,0.4653975805304182,0.3080469517072239,0.5854286150952426
3.7683868450025453,0.44572454618009555,0.21286263112654924,0.574391552740097
3.745515995192183,0.4482570129818568,0.2435289597343048,0.5836495180371603
3.7267343881260513,0.4989069273344158,0.3029240675958322,0.572714331148021
3.677719581098767,0.4631785456442088,0.2644839607732813,0.5779817990074456
3.735686593475917,0.45114494471098227,0.2387064423485509,0.5747211664770673
3.7496509918822203,0.4916848903369215,0.226824485413034,0.5784818169032195
3.7452721114141285,0.4634544528216477,0.2289488909400356,0.5692024702679581
3.7200888646084542,0.48043969411687293,0.2261243082567947,0.5782734510365007
3.7292113633635333,0.49316855454163794,0.25036698327799456,0.575106786022019
3.7017247180276485,0.43919910387149524,0.2845887532636101,0.568181459316496
3.6787939052044774,0.4634446414436347,0.2700871020999597,0.5708738290805395
3.657077141159265,0.4836771803956059,0.22376729082861124,0.5766357741645338
3.7578981044214563,0.46848705273399177,0.2132309497191429,0.5806815868140455
3.7815353183695986,0.4459843500626674,0.24260391912478116,0.5765601516343878
3.7402644921891746,0.4837974254154358,0.21389653012040616,0.5733364487590821
3.7417914494151843,0.4281285322371553,0.2298060211666121,0.5760813924919783
3.7138523953983804,0.45071109241387414,0.21470197862556584,0.5807339396910204
3.6859009477912146,0.4834545444036327,0.2697986143088168,0.5665085492410833
3.722395677474594,0.4537229762081438,0.32526872657470085,0.5783260110720337
3.7122498359976217,0.5148383180362351,0.25305289093711103,0.5801114614572451
3.717562222587611,0.4930032888896117,0.27672477584495736,0.5741756442864294
3.7127872086883147,0.49167881794509216,0.2634346151793359,0.5642201007132341
