b_Intercept,sd_doctor__Intercept,sd_picture__Intercept
-1.4890319451016014,0.40702890841731926,0.9269493171583308
-1.675975729298064,0.40319900044201534,0.7554590048298537
-1.5328970997794351,0.3929681419937195,0.7467302437345144
-1.6255754405363794,0.4078720533087882,0.7053138872465343
-1.5622680209785167,0.420464607637036,0.6418562574001407
-1.4477637371488046,0.5085493933200138,0.7290835600627712
-1.3070184380773437,0.42359968716984636,0.7434138679529984
-1.4909445865155324,0.4351577796745049,0.7900125616338995
-1.3462437856947345,0.38279803479107505,0.6729019461720109
-1.5002255836804654,0.41753417508013513,0.8498486739773332
-1.1666645401997593,0.503317387635626,0.9533671827662242
-1.4101549774336688,0.4790669834069425,0.7597301886339092
-1.5891909526757064,0.4556485489768503,0.8271728049611871
-1.32098204255686,0.5911260462659441,0.6113497146422542
-1.2993811111433637,0.40858139589734854,0.770489438778343
-1.4303520117574204,0.5037038185731817,0.8072091360001891
-1.475597295066377,0.48203849793985987,0.6655852431408181
-1.7039527757450517,0.4296267065998054,0.7331650169462165
-1.5139930652219522,0.46031083118459754,0.7741339005536538
-1.4777072722485076,0.4835320568479047,0.7222692983527228
-1.7096456686113704,0.49392342058871247,0.9444528501361262
-1.7268169556540192,0.4046829216395429,0.7889509189431746
-1.7466618834206935,0.4776857104996644,0.7166053505967989
-1.4949569429399503,0.544370276212654,0.7412765637724388
-1.3270570145275047,0.4521626996402564,0.8120495598469729
-1.3840808780567917,0.42178745133573664,0.7363118947616628
-1.3834948262538123,0.46213747557976725,0.7955177888289403
-1.3651573541249464,0.4711952103323489,0.6540627776495294
-1.4603885124714213,0.5035177056112664,0.752306894599595
-1.4988942793339501,0.4496222966714903,0.7443579546256446
-1.602272545151319,0.4384852061870802,0.7021987725969844
-1.411915039695353,0.43888056631345895,0.7012690306711937
-1.5910633506238865,0.44795449682374,0.8316699227095921
-1.4100265686972944,0.47235712281201586,0.7083292580641484
-1.6236939140024957,0.4471868279002345,0.7135326695852995
-1.6365985784468013,0.4095329551835625,0.7312677711076411
-1.4776383556827413,0.38332592452142894,0.7285649148485892
-1.7487631738559009,0.5272641259954067,0.7927394629114687
-1.6675744699404131,0.49729405180049824,0.8355904928214075
-1.5481295144878684,0.5877775998532871,0.7755882048102979
-2.04591679596607,0.44841165252559295,0.9070160152709222
-1.4506540580916572,0.45781745521852296,0.7158116344463002
-1.5903666734421447,0.42262909297404583,0.7238262017176187
-1.7488771517209893,0.4187404442811557,0.7829184193973466
-1.8650482863617288,0.5155375870855804,0.7662090420594417
-1.4593697489858783,0.4004565406191001,0.638572429312832
-1.5273180195750873,0.38047645989833906,0.904477571051908
-1.5152118302466266,0.3922625376330127,0.8495612746061917
-1.4016888819088886,0.37070501486202406,0.5759645456219039
-1.4871345927173565,0.5316806339731276,0.6748047038091854
-1.3673994618548553,0.4720765256562569,0.6609092376975683
-1.6426794396078739,0.41975991774393884,0.6073643735796366
-1.4199220466354536,0.5021431435870717,0.7499012883343237
-1.6701788285736494,0.5383825724574577,0.6683093057103983
-1.6642632931258505,0.4439508200604211,0.8456449757159663
-1.608888292603672,0.5886167298019802,0.8307023046987964
-1.157199440827997,0.485556636711289,0.6848654321219936
-1.4961261642511559,0.4652121335206223,0.7165010184638804
-1.5837940212522632,0.3812674905400697,0.6234094190936739
-1.6050912672159616,0.5149692434113164,0.7129983049669028
-1.5544368339603365,0.4620753101995792,0.7596861595176546
-1.5188110694189765,0.3966656053048738,0.694544752870197
-1.6994144931537665,0.4666692364390675,0.676453486314671
-1.2226602344653323,0.43410372253898066,0.6996214809055357
-1.3786164175359987,0.47776568955632726,0.8927698732335952
-1.726796559905312,0.38212804632511266,0.763862350419876
-1.4034728929759648,0.4586715911440969,0.7763452048193855
-1.4848516381932138,0.4639897078367005,0.7751194397948876
-1.705171031139819,0.4528722371154327,0.6079269011622138
-1.394242898150691,0.3609105131562347,0.6820449516850905
-1.4833543571986991,0.3898638016720486,0.7934124979505066
-1.4408788701494242,0.4984755893882658,0.7633618442615263
-1.7300016801144127,0.49780933264798594,0.9120059210985189
-1.3181336324301272,0.4816729495817712,0.8495632725378683
-1.4223000853865477,0.5010036849232163,0.8991392569102158
-1.6154497276222364,0.3738388554124347,0.9273289676319916
-1.5679171400791876,0.4502020132461375,0.6787725337538598
-1.433851060602602,0.4551130308080684,0.6454573462850176
-1.8770615826424235,0.4658237618084472,0.6492383281211901
-1.6382353464685862,0.48662723278463804,0.6688385473770433
-1.6342030194551695,0.5072503539563674,0.6894297111580818
-1.6100717683412138,0.4556896090868782,0.753213731746954
-1.4568638099927869,0.47462472657206,0.6590057287010712
-1.5757885844455481,0.45000265531901024,0.8217017247152523
-1.5856324982495682,0.4267849219273158,0.7820427927009306
-1.5835895704220166,0.5207419565268906,0.8391026384310174
-1.5744858265047228,0.47618983276925325,0.7869535400058411
-1.330582163105392,0.4350061114774456,0.8519263082330479
-1.3540806834124328,0.4833461465678821,0.8797456509474556
-1.2349441281820859,0.49241002988005717,0.9740506429576927
-1.418271924750505,0.48731189173119466,0.6564798380633075
-1.4487228440777353,0.5464676910233531,0.7622738360283773
-1.5038532766607904,0.48376404611600937,0.720517717506843
-1.5549983341829297,0.5170086403509272,0.7148158536456524
-1.6235419138261045,0.45062135264966335,0.6936563551749533
-1.5871639066681063,0.4605512177228293,0.731178092851122
-1.350013100931895,0.47191646430221246,0.8313372846576629
-1.6380304810216069,0.5187778449148976,0.7602681911168584
-1.3188666066005357,0.4296531798594418,0.6786877643611723
-1.6070611314302066,0.4252745981000237,0.7860832495993887
-1.7511158449578508,0.46329209246066677,0.8297659048481938
-1.5728399912537,0.3781198075401165,0.6706657324067085
-1.567678113947048,0.4431223414966393,0.7491386425688307
-1.6287966336988111,0.4337367381335279,0.7624421394309586
-1.4286468636944425,0.46404338776925985,0.7062524042986741
-1.368451046491698,0.5270226415837416,0.7184346500585396
-1.4110135586580324,0.47675894892674053,0.698832882792637
-1.4648403166866297,0.47501351299935496,0.6275905576270246
-1.5244601518197238,0.4366342113980096,0.7931626174831161
-1.5701164572320505,0.5272079779262151,0.7786671535222689
-1.5310893977814786,0.4796934914465055,0.7526223589140061
-1.4494290082798722,0.5034346176876927,0.7018568982045581
-1.404886821072206,0.45642318572919094,0.6741414693226985
-1.5497126974361979,0.5124593357890207,0.8664336910108089
-1.4490138649663349,0.48956889527004077,0.7037856714685204
-1.4475759480594712,0.44615814260483344,0.8156804045781282
-1.3797876045249833,0.5253696229504852,0.7936598972302426
-1.4856666378117531,0.44526296948707206,0.6561611762255841
-1.5301587251542894,0.35978942977093187,0.5772132861779659
-1.5120165770264493,0.4397726699388424,0.7526933988836122
-1.3914334746523331,0.41385813064985105,0.6296052641040513
-1.476959429807566,0.4309443324028175,0.9148366663400053
-1.4141344612633162,0.4698332822610458,0.6797488909416879
-1.3909274003831424,0.5002780729499126,0.8630730475094134
-1.4284663805438336,0.4129888975242615,0.8257839284544587
-1.6786487701818604,0.45640388247835323,0.8486836263100181
-1.3704217497604867,0.4303584304777432,0.7885854575366126
-1.3678917778330455,0.4977615015545247,0.7287019279475051
-1.5548725919485258,0.43223770132532846,0.7840337717444368
-1.6392419575345452,0.4697690214264893,0.8255237667023543
-1.4057623979335285,0.4870649487821749,0.7037975323549832
-1.4138328287227677,0.4603958174951613,0.7825994206644151
-1.4584369539007953,0.36972818444721245,0.6712713749970097
-1.4703174175588511,0.5647716977435189,0.7138073249932217
-1.4262507768555162,0.5084611638034954,0.7516387305423676
-1.548279594166902,0.42055830108190656,0.6869632644204083
-1.4723974019483874,0.3979774444054109,0.8323253908394743
-1.567292867564294,0.4494628933232519,0.7699098437595389
-1.7669606724231202,0.45238464101469855,0.726724538885648
-1.4637708813628532,0.4899672287181443,0.9815856496150968
-1.3860887615930881,0.46190379648047164,0.8183716670238604
-1.5358391169032182,0.4955205537260132,0.8717712519510136
-1.597041504534489,0.42475970624719456,0.7415683714904174
-1.4382041292321404,0.5383321446467592,1.0716342059005244
-1.5463296465061205,0.5295096499879248,0.8519847505166697
-1.5015464465959856,0.43727940241726315,0.6839448960801442
-1.6901421038706288,0.45940117006066483,0.794189915700594
-1.628102068508293,0.5195296031448404,0.6687069806936513
-1.4831939110009489,0.5202889286068314,0.7956359019330604
-1.4651487283230147,0.5244862554650404,0.6955074221770043
-1.4253980753758881,0.5345788950486814,0.8587177580027273
-1.45411347848495,0.47816341988821004,0.676800070921883
-1.4189212991825058,0.45245758723705165,0.6483909352611982
-1.4816439827452583,0.46239330023587705,0.8671903795999825
-1.469350189009732,0.38211142224052225,0.7301894632150046
-1.4342319153189496,0.48485795144266974,0.8949803240468285
-1.4422115562747022,0.36657473684569125,0.8655754175465616
-1.47681147963415,0.4288589401604857,0.7456888702139152
-1.4734464155315117,0.4817289575915818,0.7474236404214061
-1.495944479093549,0.550976485790969,0.8959682739110043
-1.5337106614725948,0.5493009673548159,0.8140925558985396
-1.4687638348866436,0.5085152667554478,0.7666823354959804
-1.5361304415918264,0.43747295622099075,0.837299472564328
-1.4689926856937745,0.4268020553752415,0.8059715652552188
-1.5369660399581364,0.4834980612290342,0.7514873748238576
-1.3290122905390336,0.6005113373653149,0.7982721218903097
-1.5692817265682528,0.43041479093513424,0.7084180283048249
-1.6059261972097658,0.4678484440441556,0.9039187251722463
-1.660347381319972,0.49604320189200085,0.6564499948142012
-1.4875807142930004,0.38351641685847054,0.7234216453545299
-1.4017117504336032,0.431286081123692,0.8261246057985104
-1.7478300867063326,0.5376266972544507,0.8874908582651734
-1.580391162934538,0.466682893487403,0.8814884627498267
-1.6589428009966298,0.589778441154537,0.6882841410090822
-1.518901778102644,0.5459306440154957,0.8488130995450018
-1.4851295810970773,0.48524764933313413,0.706936524402715
-1.4420183598089074,0.44821266799547477,0.7263638859090027
-1.2827890452669046,0.42201581510152825,0.9053695518828451
-1.5450550817180673,0.4540167823105276,0.9220443815339712
-1.4473047518798703,0.4862753513892496,0.958698085094478
-1.6466411533124832,0.4413543950617286,0.8765263327354543
-1.418990788916999,0.44407717288505294,0.6753163898886904
-1.6642695656812971,0.5604811107991826,0.773684668538246
-1.5190877767283861,0.5138749545978217,0.7661927510840886
-1.4494099988541451,0.47067405136736706,0.731829801907212
-1.5640940838942248,0.44786395025366016,0.6812460840212845
-1.3702369441038997,0.48134007216625146,0.74148125492221
-1.4579642700071795,0.46231903546898107,0.7103953164844484
-1.3220691491522665,0.4231023006456376,0.9154061838143214
-1.3084011118461643,0.4575334239780387,0.6873911522369506
