b_Intercept,b_polypc1M0.521,b_polypc1M0.522,sd_doctor__Intercept,sd_picture__Intercept
-1.4624886213970252,0.27923879886198655,-49.008187978950325,0.5215988384352664,0.1188400558667124
-1.4955489707083436,-0.05066905131745386,-48.38390904783341,0.4138702935702512,0.22184511787177388
-1.5039155948581915,5.991855466700248,-48.14139823167443,0.49662118843134356,0.12764304181998304
-1.5533271089901193,-1.9934919459338432,-52.85796857617171,0.4276162567939434,0.12783611689665067
-1.5313722753405197,-1.7921109369593788,-49.45878602151896,0.4729630241454583,0.08121276306218386
-1.5053485767608576,-7.48275436171059,-52.691787370454634,0.4255472342205802,0.16816537897797765
-1.4718060954401473,-6.3606967277585085,-46.98812287741682,0.4218052772718684,0.16527188811021087
-1.6021362387560105,2.585947556798866,-56.76355553856636,0.4354034580173671,0.15330830167045892
-1.5268322522196653,-1.9398940215125806,-45.84928831312993,0.4675857353820358,0.08607747893753853
-1.4531451505580526,-1.3001093253547809,-45.76273076782637,0.40216027268393134,0.07964967190254661
-1.4741840964322543,-11.150003185254922,-52.189722790480495,0.4815006455450263,0.16587499110508178
-1.5169080580396868,1.969179463401538,-46.16832104914592,0.4945469111749226,0.23523821800240655
-1.4283844763489966,-4.3715347600684815,-44.85625786751164,0.40365880075722965,0.0644501867753086
-1.505394271876186,1.1689573232933657,-50.600351922862544,0.395502627953235,0.13188299628482764
-1.382793931113262,-5.312978501083551,-43.580225802710075,0.42628099018744503,0.19795957172270154
-1.5326613970375094,-4.5664662626346635,-51.370971546844636,0.5012540302951606,0.2010513663665291
-1.6478286246945983,-12.533292533092343,-49.236767749089495,0.4686700583019981,0.15520401522686786
-1.393635475897733,3.5751778354494883,-44.60986108163548,0.4297644359775372,0.060084609354742725
-1.529977801783223,-2.0591193426975947,-52.6700866060392,0.5108539962730709,0.1567206106642888
-1.5140527277376323,-4.627197916580525,-46.32419358847765,0.5021979841843305,0.12974990148532628
-1.4046719172791686,-3.9904708472534307,-47.154441218659464,0.5174528326114289,0.18613487911000542
-1.4886323943599515,-5.328391347827645,-49.385696571991595,0.4621490352096619,0.045983589139281494
-1.418495411902584,-2.150064997056657,-47.72923571235918,0.543537567788118,0.1459349332127781
-1.4229615532536717,0.44198942488530935,-45.8240087234395,0.5448283617605095,0.1900706806943458
-1.5045668822467446,-6.412725002683801,-48.22110457529269,0.5014284705985553,0.16589752225083207
-1.662785737668142,5.22998317461494,-55.866302058659365,0.471428827076696,0.27609157303741644
-1.6760826575998988,-2.1633752851778913,-50.00468173656125,0.4996534140969209,0.23119618960214455
-1.3718449208715133,1.1470961056261033,-53.760876624189706,0.4091501089029155,0.22707578711960158
-1.483126720315324,4.545681828674429,-50.91852118490245,0.6168626995860276,0.19761080454016486
-1.3908236299262204,1.541620366901365,-47.03757331175783,0.5079516694151358,0.14588839193833794
-1.4182157004399258,0.2772955065591689,-53.2479032514912,0.4791811769869705,0.19528036770062301
-1.5165102398387336,-4.617253529244437,-51.65470702770938,0.40550376927000015,0.13729754262038665
-1.477603825595958,0.6087073318696175,-49.902548414792726,0.5228405033996254,0.20972928050068612
-1.405434165293574,3.0074134252009013,-46.638212120652454,0.3834319868720559,0.10759062347934507
-1.47494851194801,-4.190558056211181,-54.26194122533802,0.4308690876691714,0.13486268771507365
-1.36355734201949,7.690749123239399,-60.26649064135523,0.47690401399540727,0.2135998277303529
-1.3926857852318262,-4.7565448175331415,-51.29207746837638,0.44168297528328987,0.21351569387363123
-1.4648717619944178,-6.590364826073851,-44.20609645599762,0.38630328925466234,0.13109622232990467
-1.5820931664770022,3.4168223498911336,-43.94228420142103,0.3715604436753297,0.16994220819424208
-1.4081964711649722,-0.5367558309353296,-46.84380153460928,0.4432522060633293,0.0985569772204181
-1.5381695981999586,-0.4806946976262813,-48.88865314387577,0.45091090891862196,0.11016130790433795
-1.5291202293246675,-2.0208210998816454,-53.878024516795264,0.46586818590696333,0.17591734457454464
-1.3924227184454139,-1.9181219175409976,-48.84945226879994,0.5463844776074291,0.2792980248577948
-1.409926860937272,0.9862405751035761,-51.58986816238657,0.44952231209557214,0.24133086322980932
-1.5146316913768028,-1.128428912915531,-47.57371785487949,0.477514327755,0.26571642037782583
-1.5310997304150598,-3.7699739202216005,-50.136370243342256,0.4797833986366361,0.16987165287711822
-1.5134196212997841,-5.699702049477774,-49.23378714352437,0.4786502484420823,0.14398551848992627
-1.4251350047034426,-2.4224521941376858,-47.319193923988166,0.42316974724002393,0.14360069396247951
-1.5240733673396514,-3.953856484689149,-49.66927121544576,0.477077108566391,0.1404666527069772
-1.6084806764167097,-0.2600136944449359,-45.3597359847496,0.4347227130049826,0.09542343217104703
-1.5570093966132967,-1.9077259467737235,-49.00682678326707,0.42473734773172134,0.25655380743702033
-1.4319646283765717,0.9134950423322844,-53.254658109958186,0.5086879720904278,0.21308729361108347
-1.602240340893942,-4.726932608889677,-48.81436548314891,0.5280510295638114,0.1430396778562996
-1.5787015897207188,1.1381213729564534,-55.25347529494971,0.5307210592093827,0.21054045817773404
-1.5100172612429525,2.1015022235872194,-54.32300574463879,0.5270649634772266,0.12671374298807087
-1.4433003635919672,-6.228075423439954,-43.70298871932112,0.5441621880381527,0.12637603094526165
-1.4764426909556803,-0.257321088454571,-48.103285153373186,0.5477574804320914,0.049984568047713625
-1.4919379628349014,-4.518355053826481,-44.8847284155426,0.450804456503446,0.053955065470041676
-1.4619177126857796,-5.565809242065684,-41.55219525400895,0.4764491134064776,0.06034471187784061
-1.4681854122472977,-3.665818814084092,-48.08025714620962,0.4554574894039856,0.19688625793399936
-1.5846991475572876,3.6165985707454054,-57.63387170207012,0.45084872075889154,0.21522523345205555
-1.5246058905710071,4.377761392653517,-54.86225633642829,0.41875639829250794,0.17935503809491507
-1.431770647133956,-2.9201612196112734,-51.688101143186664,0.4408703865654261,0.21151987472800754
-1.5611647079566366,-1.639914160178766,-49.96891514260053,0.45761789182563406,0.10691451877383736
-1.448248576606167,-0.010271808450397546,-46.4984802587925,0.4273366489877985,0.12938607679151143
-1.4806348041420512,-4.9117269207199925,-50.211320790119856,0.39539055731592837,0.2729750357402763
-1.530427447083272,-2.546074028354022,-53.20653742254794,0.4669290737567183,0.11376637473106907
-1.4241740225041972,-6.083879826394783,-45.33331748491891,0.4134862054993052,0.02521419051815585
-1.4072568203766078,-3.933190781835055,-48.3746710275887,0.5109439912512609,0.021005159597149253
-1.5038599858856285,1.6533007396730777,-50.104599449452664,0.4061846262162656,0.16544841895277065
-1.606947741435874,-2.7736759081605262,-54.55622687753859,0.5541890452376586,0.22196835358555328
-1.4494742776492904,0.2432798823521854,-56.11134330483126,0.5374549886446764,0.15271144525895924
-1.4222548762709513,1.1552539054982638,-52.88607739009123,0.3779280161715375,0.24387488718842218
-1.5581969455894988,-5.421185726689469,-45.46846945146197,0.4695322897837611,0.19557193250925495
-1.5089450082672522,-4.971225586609789,-49.91590147862473,0.4564963090585975,0.14081676950120137
-1.476695203079765,-4.437101295104234,-49.50111851017472,0.3827705623368569,0.04509087110435353
-1.4885460888608069,-1.9110164901398832,-52.46762059029408,0.430442012914086,0.234608705159787
-1.4930397617905764,-3.650781371546885,-45.94908960892316,0.47225481476507364,0.15075388859390867
-1.4799701032003465,-3.7825618205616713,-43.636914153695734,0.6377293793359885,0.0954115351569815
-1.457671140299066,-4.7179158544627615,-44.76864506743172,0.4696179615169551,0.021181925185715423
-1.597057403822494,0.6198904038416443,-47.375432004641645,0.477034467496902,0.1394012507069446
-1.55656771294743,0.016597798034032718,-55.02348851347507,0.4724891923641701,0.02152653657688506
-1.4672675787881708,-4.530289311197803,-51.915767353105196,0.5802368650777403,0.1078076474904134
-1.6133637107350887,-4.27872355738892,-51.794920803462595,0.440608941918748,0.08684173939857617
-1.6109411954019757,2.795087583191332,-47.905710557572796,0.6096288012960757,0.1593318444696988
-1.3349427934327551,-9.839164009550004,-50.94027283438091,0.49195705819998364,0.2378982000715766
-1.4713466612635608,-4.014639867188428,-43.61691064350079,0.4197660010700949,0.12019896642597545
-1.414783905939729,-6.236993473723273,-45.85964026867275,0.4370999036517276,0.10262398784184028
-1.5904813111186709,2.8509524123794523,-48.59870367505046,0.41368601546761274,0.164686459310002
-1.5094156193679453,-0.21198650190429566,-48.718213147806516,0.33971893398423864,0.15244105527644455
-1.566402097845932,-1.6496071851537653,-46.13869449834405,0.5106125487473916,0.08276747032391894
-1.5512349148528883,-0.2926279131734262,-51.07090265768721,0.4536720010193343,0.07076195488015448
-1.6060748125529203,5.290808971984412,-49.62944321174098,0.4718335089981196,0.17104003753106062
-1.5286901182983998,-12.622399204803845,-49.867092982575485,0.4980285348753082,0.20974431513150424
-1.385370003317684,-3.8176818316534895,-47.841294976741224,0.36574415384615494,0.1765714433096104
-1.4210419314404419,-1.738762279984228,-54.304560764575776,0.47436176846460376,0.06390800138734659
-1.453177930488836,-0.6048539735443615,-43.46273731349901,0.4769265727095199,0.1564270028286858
-1.3376436672569585,-7.187841738848131,-47.23749905760765,0.44181915780468145,0.13357582284966957
-1.4313863135093847,0.45398935492992143,-49.79064020477632,0.45980523649562344,0.07295673550073396
-1.4078669336581224,3.0983086344429926,-44.086975008032525,0.36279482435230676,0.17058984656331316
-1.5462530787616124,-5.528291136848102,-55.1188869495248,0.5075156930065257,0.08663652893898678
-1.5706071198699825,3.280925239624495,-49.28923297130534,0.4741931890311652,0.20799980503784438
-1.4257934866827566,0.903228520560492,-49.37687445652557,0.4710923686356305,0.11210577277100957
-1.5184567164001406,-2.7514882853434064,-52.7560728882437,0.536708075463628,0.1701589442501864
-1.5126405148972681,-0.20244307554624819,-49.5379411244157,0.4969856593720983,0.11179500676377555
-1.5876239840657544,1.1847166649480834,-47.73535835571228,0.3373586318422407,0.25049298437885525
-1.4395348494480653,-0.5661442335557904,-43.02368714060038,0.46617974602718787,0.10930991731433487
-1.414964487608132,-3.309614926881631,-56.06356447268147,0.5510495094769579,0.20587009818586416
-1.461268806320437,-1.6318174675577195,-49.044436918331286,0.5216327777096191,0.19500525209895236
-1.4320074347726945,3.8780810472430765,-53.31108393316013,0.4821299377272161,0.20423681574032035
-1.5496226901195655,-7.637709070441038,-60.67150271280314,0.6065610459735921,0.19326367751469678
-1.5421662486383962,-2.4806278492071145,-46.4927437784152,0.6347014534802183,0.18843943033987182
-1.5124225417380803,2.9450800705045728,-49.2728144425708,0.40928470186223703,0.13337620612302584
-1.52447796277016,1.4373548418752644,-53.54701138518678,0.4539147078101408,0.09522595624588194
-1.3661122539537267,-5.394007501214053,-50.96475056519744,0.3414651141401724,0.28674310379910856
-1.5367271136469427,-4.250489959186012,-51.45744586607375,0.3864977033545966,0.15478152716233906
-1.4482776538835123,0.31099285244055697,-46.06395109001877,0.4995103823077012,0.10733440848374266
-1.4671208999631906,-0.948955706510276,-48.01083243129775,0.45462001843102956,0.13580605324374578
-1.5214564512252402,-6.6320341357445685,-48.237695067402065,0.44911619717469653,0.09366861247930035
-1.419314050870255,2.761842629894328,-49.64764229219518,0.418810379091536,0.20490924466862642
-1.6202897699816465,-0.19057040100442502,-48.23036856588206,0.5097449811407188,0.19938900732870835
-1.593859573972464,3.9859337161848396,-50.4344881527677,0.4685549597096396,0.24742993801682933
-1.4205106587492098,2.7300770727533745,-47.92103268851106,0.48120701221794904,0.1196603949395684
-1.5391654733499414,0.6461748204123544,-53.87480977169603,0.4723883577130335,0.09566028417746274
-1.4142191869256406,-1.085237094868696,-48.53370398223314,0.4855384443468144,0.16971209350138178
-1.525974196189184,-2.3774361801851023,-45.73412800302909,0.5220085751326603,0.09408794544285183
-1.6207652531572139,-6.806289469604846,-55.232085173920474,0.5554313929485336,0.30200209427503205
-1.5174707874297328,-2.3704839741379744,-55.591699091747486,0.4366049672050255,0.19815439596929826
-1.566291413897082,-4.8111497198594675,-52.114095593064455,0.48806185246589856,0.28196345241399845
-1.4552498446625377,-0.8470727102380171,-49.59603210149865,0.47013161505451007,0.13222488904959007
-1.522690014892952,-1.7771390784400325,-53.57097729519111,0.4320284482102222,0.20349846608660624
-1.538154180664749,-3.785992867690425,-51.09924956641703,0.4546240321957681,0.20919185762251233
-1.509549866039996,6.799918565341523,-48.09990626125103,0.46391744940643903,0.15181897548792841
-1.580271327079027,-5.875777331641556,-51.80423233313862,0.4724662580761748,0.10822368875695051
-1.4646805546637007,4.542134985803019,-47.70259625866917,0.4840765695144825,0.1925592481043608
-1.4926508428270722,-8.288492378979521,-48.464495805148495,0.4543520672665124,0.053883830620463743
-1.5204746545788153,0.7736183314605114,-49.47152895977062,0.5391373267337236,0.13692168421256815
-1.593971470532232,-2.316037239108057,-49.980152424814065,0.46288308708372844,0.10983883239182932
-1.487835183949826,-7.982132168299344,-48.97634977972491,0.48733852613084444,0.19219357219952474
-1.5789194644548792,-4.0514911373532065,-51.02795351669175,0.5013985939759166,0.1259298579037825
-1.5305703159867052,0.8180888292262385,-52.711739183154094,0.40713392901055445,0.06490068765829872
-1.484264581286423,-1.7473619450724955,-49.3140469121123,0.48747638787717856,0.1741113718091397
-1.3358499661436216,-6.322447225727015,-48.30614166601939,0.41705548538077547,0.05332074713731313
-1.6470827624021085,-3.95057214069359,-51.74053515720015,0.5352458596373516,0.06855977627727042
-1.487393871787041,-1.0321947879359905,-46.77317599995538,0.4116762318522398,0.22032205206014738
-1.4736284529469852,-3.5009527935345535,-46.813726454962165,0.45481943274383563,0.09090982167095586
-1.5524634088478115,-2.0017556194340895,-50.95099790530829,0.48697679207328315,0.17169962034377398
-1.5237130811769755,-4.202764871378006,-53.175789493256566,0.4178267134659303,0.1887142308794443
-1.567987219806477,5.2979505517854655,-53.94729036565859,0.491865121622014,0.21099862045183942
-1.488193146105389,-5.551890244240171,-45.780371682251605,0.48495424793432296,0.21849816485611837
-1.5541969479336621,4.121286404185815,-47.085107581858786,0.44332996628472515,0.22872050182173653
-1.617193665127968,0.3675033186874396,-47.55859875648667,0.48237693455638747,0.19841413463049504
