b_Intercept,b_Iconf1M1,sd_doctor__Intercept,sd_picture__Intercept
0.3638014056565875,-0.7421974502417846,0.5436798147603515,0.6382496782957057
0.32507775545175654,-0.7205970959663536,0.6454559392428318,0.47503470348921156
-0.020227276524631188,-0.5750035903439386,0.5332425518792397,0.6557808755958706
0.171443809611878,-0.5820756032733748,0.5688337287711079,0.6374556566007604
0.2290638865654684,-0.6082295753791173,0.4642464750467257,0.6311345198604424
0.09685388856543442,-0.6015013835704197,0.5573601789583509,0.6108481156510667
-0.12263836900324843,-0.6143898111600483,0.5849539933619915,0.6899882167877052
0.15784106622393268,-0.580066617889555,0.6270230595341072,0.5777923639452524
0.21885098223143062,-0.5650993290645133,0.5383162993287107,0.5230986333177048
0.3401679931891044,-0.6431575523668551,0.5147590024704806,0.6192675433785163
0.16991605750488703,-0.6474698072188173,0.4361763176183773,0.6418441689082521
0.2237387627992986,-0.664722480149869,0.5380131183224258,0.6138081041311801
0.2821252628322155,-0.6167577961667706,0.550960419425996,0.5512088944154444
0.3300673083223016,-0.6760323093094762,0.467731986968918,0.5434322803360512
0.29704005677730594,-0.725694363325308,0.628270938444707,0.5973513267864469
0.32164558572192004,-0.6683830654927563,0.6111458441138462,0.5529480676495585
0.12303415909705295,-0.6141149200707804,0.5521843386809796,0.6316429338378238
-0.23904024181106176,-0.48666980114580755,0.5051029714087767,0.5690219257308206
0.4420989029976583,-0.7234257770572496,0.5912156940485619,0.6145483571062758
0.06998642640461483,-0.5496002210758579,0.45834713802587673,0.6566262652120161
0.1933246958855519,-0.6114291468897426,0.5432955810844535,0.6593939098891339
0.29975878179026183,-0.6675798179245415,0.5904062491305749,0.65566264491478
-0.1069075162377453,-0.5910511449976333,0.42589400698766416,0.6740725017986423
0.029780929095746922,-0.6241129665054752,0.5840059857761438,0.7156684037668445
0.44234930953267604,-0.6901444063868002,0.6133010492866116,0.6208479779036075
0.11432136656554359,-0.6598328914083277,0.4835867396018898,0.6139747078166422
0.024767934513786782,-0.5927439528604549,0.39286017557999003,0.6839334368186848
-0.040779234513885765,-0.6021069641876244,0.5535300093126714,0.5312119332252617
-0.0076462160842509785,-0.6431941430984077,0.6520585439075498,0.5634407166708518
-0.020490912910287484,-0.6178181342774245,0.560260321326517,0.7560060656628953
-0.080361232524649,-0.5196546121515796,0.5313639473929849,0.5829153674308598
0.13875718702195905,-0.6509060855680163,0.5726118251090541,0.5883092521292873
0.3978784033676539,-0.6900009269999808,0.5466407647034439,0.5020438767988934
0.05151743780071083,-0.6290749623241532,0.5206654158079264,0.7608164812373921
-0.016317604984458223,-0.6158589092111721,0.5728596203165769,0.6525382005968694
0.10765213825262587,-0.6836101347389518,0.5803554834584825,0.6832875047505614
0.5191051857141185,-0.7906065729033891,0.6381178553486598,0.6237599829912683
0.11169137955139896,-0.629170487396785,0.5514087007195488,0.5940296794875074
0.01779162657639466,-0.5856520868426405,0.5264576252162194,0.604285927850127
0.18640688121904314,-0.6309403556258251,0.5402161511835119,0.6843073608611775
-0.0100907857699164,-0.6108685370373171,0.48056660599504775,0.6148500053792733
-0.3639434355144826,-0.48541843995812084,0.6044213266282913,0.6117893361115558
0.2969070858070697,-0.6207716419333835,0.5290142857643265,0.5924911416395992
0.046748694700949445,-0.5770791183385434,0.650626053267879,0.6624639498309798
-0.03288708357118142,-0.5588850901289616,0.5849155436972219,0.5485178362545321
0.1961577837706041,-0.6001105052593865,0.578054517674768,0.6072295199835964
0.26248149627283746,-0.6591546154957049,0.5349155843875354,0.6262760680844807
0.4054954971181015,-0.7340325919091155,0.48241020499730425,0.6950420048868904
-0.006995474417221814,-0.5449453527423878,0.4829891800075199,0.6784545112391364
0.23318405304211853,-0.5983152871913789,0.46433809170518936,0.5521121920004661
0.5312733163948886,-0.7119299008170408,0.5467106751878074,0.4794939326435632
0.08335613849961421,-0.5861687413823684,0.5007984040852557,0.5386717552481504
0.07671734062278213,-0.608298797604055,0.4770519697303749,0.5973512424120696
0.014287149855045644,-0.6534774315677264,0.5970894075176778,0.5904944515892501
0.08508175008831032,-0.5857779416824733,0.47575527693244685,0.6631409612854197
0.005646782785061477,-0.5352484860775656,0.4907507428927143,0.6428483690984932
0.13306943034715424,-0.6093477303825005,0.538082960630338,0.6898284973687087
0.018437414476116798,-0.6053723324081396,0.4905247811063965,0.6522365330103225
0.2129943116717976,-0.5993193619816897,0.42833497479646626,0.5158700190173121
0.45508179249160885,-0.677406474307695,0.6086170152285943,0.6634415249081047
0.44212783230548247,-0.6774824223057457,0.5440458611924788,0.7905435904603884
0.46608094339119033,-0.7365124003485174,0.6106332280340999,0.5837541737606199
-0.05290743657684005,-0.6247783205323673,0.4955870173265884,0.5961962030343375
0.4021484908688113,-0.6921028969362266,0.5437048763562795,0.7644476766044217
0.25777766532872715,-0.616620777849331,0.5042049730717384,0.6972363885358261
0.1162719201268918,-0.5599494261355553,0.5870741438682107,0.5832238611202947
0.07161643454891631,-0.5973156037489743,0.5281492928364847,0.6446721861869138
0.0473701406810354,-0.6293176967059202,0.5797811543655301,0.6886948746505451
-0.2655337801729698,-0.5286590156017444,0.5005383995633056,0.7295495062091182
0.044533009617893304,-0.6261705304555731,0.5847179267646049,0.6986785590735434
0.11879353685623872,-0.6583957674647279,0.5748882998807169,0.5929615497260182
0.16996508716723446,-0.6381631945701801,0.5681030541853327,0.5578424831287654
0.528410757125225,-0.7360584239585237,0.5793251414639906,0.7446763720041271
0.28163442518022186,-0.6320498882157087,0.579037853230971,0.6988250885820629
0.4270444527382422,-0.6841422113184543,0.5304861236553107,0.6059160910969903
-0.1673897771609001,-0.4770429842435166,0.43136753035846925,0.5471245992940093
0.22706125092036622,-0.6676974619684428,0.5811055552026656,0.585762344496644
0.3521619596063956,-0.6771144250359056,0.5504020938502097,0.6757630953192273
0.11800713176024646,-0.690508622831589,0.6252108392749156,0.768565952292545
0.22062557187374443,-0.6896059627173464,0.5430420548373224,0.7234019389004721
0.20278274235613192,-0.6675858126099963,0.6109714348267404,0.5594871029098967
-0.028993733650474196,-0.5767830814485638,0.502578328818016,0.7796111695700216
0.7846331471554386,-0.7961568832299385,0.5922242407277604,0.6168284003641719
-0.06757678005234324,-0.5539624488138281,0.5857730921005392,0.574251775452478
0.008499756252901891,-0.6010556092628079,0.493927972224132,0.7097373878264388
0.17921028724311006,-0.7006948751413026,0.5350982072485501,0.5665604517868714
0.2634213760846804,-0.6068467862471436,0.5142391305137832,0.7376912103515374
0.29635641364386567,-0.7377182193358027,0.5887573124922041,0.7347413383578099
0.23689075108361535,-0.668999744878007,0.5282069113488469,0.5359146122526988
0.13010074642818226,-0.5992332446654668,0.5212039438023236,0.5782159780927113
0.36853488180244676,-0.6465299065775921,0.511621494003943,0.6083254847979079
0.13554458800915725,-0.6498946307223069,0.5901881981012577,0.5579023657153174
-0.14118977904216323,-0.5203159427663026,0.5193436760514396,0.607159224331599
0.15557850825118447,-0.5918796381564325,0.6043079097528772,0.4979512325850638
0.13419069390013583,-0.64826278802306,0.46278073275319437,0.7097718463947363
0.4504581676413084,-0.700506255739095,0.5656024605230328,0.6868571441737371
0.46364157475380585,-0.6949441704664768,0.5939908328276273,0.6068114679153149
0.31758658084407765,-0.658630649951977,0.5610448331276279,0.666519651810831
0.44200813891884305,-0.6651027996162607,0.50702110625693,0.5187217542517911
0.21730020290290186,-0.6854353271831866,0.581075000709347,0.5873850918399929
0.43545295553194574,-0.6805626205761838,0.5970693924563284,0.5652165557456428
0.22318740572216234,-0.6152067639857092,0.5459464868453427,0.6050157719649505
0.3684425403162972,-0.7263160029348329,0.6102940534549713,0.6606569476897829
0.3091667151237083,-0.6676750879083099,0.4761764147228503,0.6071202178784187
0.07070637835253124,-0.6643126105852099,0.6440461879146503,0.6100907477418471
0.2883234590576198,-0.7540950134851119,0.5638903504838995,0.5865303891102667
0.10379428947535829,-0.624026319498013,0.5498302070661436,0.635277474550602
-0.09925109020982692,-0.5518024030087609,0.5021284231950797,0.6052206166979345
0.13932923544115328,-0.6524938886834996,0.6277017697734067,0.5002308590487395
0.2314761070981124,-0.6512400637568705,0.589457293460023,0.6546887754766954
0.05847412587319911,-0.569135714835816,0.5758696912379144,0.7921888458642983
0.5023761512897438,-0.7106112188189865,0.5704382235441438,0.5292502734876533
0.1785450924117964,-0.6638273639715488,0.6362206363705296,0.4899778368294607
0.22635170025569162,-0.6659687973617268,0.6462779469270105,0.6668757884230289
-0.16202925085772746,-0.5343049980313446,0.46719532937378666,0.5273684380108792
0.1291270276322396,-0.5942005839454606,0.5030828518166747,0.59134642606491294
-0.05406142366533584,-0.6060241514339546,0.5900867908781696,0.6852622829052454
0.08542958819931412,-0.6170847756089457,0.5385900359657282,0.5399842383958111
0.05218308815141581,-0.5781909465113197,0.5161999011358119,0.7802541763963313
0.3413597565917461,-0.6754868681943831,0.6971616760611673,0.5947739346124846
0.09729988151411528,-0.5909797718932539,0.5244212963311865,0.644345204704364
0.2423837029196234,-0.7111262384167717,0.5340587735581434,0.6237397676514793
-0.1803823204795214,-0.5610327599504127,0.5214589561891741,0.549227551239786
-0.1162984036373067,-0.5623125488032809,0.5513383745610769,0.62143469840171
0.2862713355074873,-0.6787710820321788,0.558683463787,0.6578639144235007
-0.034824665701965074,-0.5669420588169126,0.458736468056488,0.726741579160269
-0.09754048159721496,-0.576289469220189,0.5671848821480452,0.6566764169005844
0.44828591791192074,-0.713742596555608,0.5740249524484223,0.6730848637833283
0.37763590757472665,-0.6776269217898474,0.6052386149255032,0.6450583393365857
0.3115768490153852,-0.6304615703046297,0.6223696306705411,0.7910931710580146
0.3678214569049483,-0.7045124588310981,0.5459546881188059,0.6902435235910105
0.008541630368481101,-0.6325326682428891,0.5554635733599264,0.6173121513147201
0.13053452159520784,-0.6082482330259285,0.4566934682968766,0.5626665526556153
0.17162341141269954,-0.5986813531522653,0.5398954711543019,0.6210711296513864
0.24112378928631317,-0.7113070974620468,0.610252515315641,0.7198601241549584
0.2675938139165086,-0.6433914783712601,0.48664395321874454,0.6526806293005786
0.29729479669567604,-0.6376310338178994,0.4843591352096299,0.6498337378805882
-0.2512063957451829,-0.5700220324666784,0.4989546678038941,0.6469758564150087
0.19808751034027217,-0.6789809274197207,0.6146776901121457,0.5442839487852579
0.3673333185462404,-0.6895418527024626,0.5580257380209175,0.6753173573165147
0.44564944056555866,-0.6709240362152934,0.5565618636668024,0.5356109150184699
-0.08783797389180137,-0.5274715092221596,0.5307457572307142,0.6062585200076167
0.4337288014939389,-0.67965423677879655,0.6746598854390025,0.6425982185447574
0.23068296215718243,-0.5431505139313096,0.6567663019399537,0.610011240541435
0.20455319045533016,-0.6232284258143572,0.53089535683732,0.5518531874979189
0.31244005320808443,-0.6656469082432593,0.5366738466625374,0.6408652586814854
0.072274749267222,-0.5966346391514812,0.6451466000204441,0.6350145917330268
0.23130073359448122,-0.6341117427008893,0.5457165465172035,0.6491051577180985
0.3408249245673811,-0.6396464757358997,0.6513630528979139,0.7380167015487137
0.35379451505350734,-0.6469085200466165,0.5275027580003364,0.5986037363090013
-0.1106989781724661,-0.5454000072218905,0.5364517002033913,0.4345562595351154
-0.09507973849786255,-0.5628824023644533,0.5802821971677893,0.568434584575442
0.07332885017857205,-0.6519617725633772,0.48413471437267697,0.5405493050536581
0.3158232339806588,-0.712866789641201,0.5498031015101367,0.617488590952191
-0.06571913139530805,-0.5663222169355285,0.5392242012494545,0.6841659732373028
0.18230183271482026,-0.6877272910128319,0.5556040014382365,0.5987596429390011
-0.17660450895611257,-0.5279962567424833,0.5067631958957994,0.6867083711686268
0.39160129160252044,-0.6820841016525624,0.5362475335961214,0.6421417344881076
0.2892254653157049,-0.750055103165065,0.6106457045453667,0.7312637944680702
0.4060052098094722,-0.7147304961706298,0.4647799821491692,0.5225662079322193
0.6622478018961124,-0.7849033580697444,0.598119263739082,0.6518313584087211
0.22742370168256176,-0.6603204658323061,0.5665614196135291,0.631981003175661
0.14511897506856108,-0.596083940397961,0.5795357696662236,0.5684899350828141
-0.02722992591979989,-0.6085246699302799,0.547953590205091,0.6977278495995416
0.13689768346498,-0.6412719759837295,0.6120383168186542,0.5648755365266573
0.20914660672553964,-0.6388657346546696,0.45247222929730396,0.5033571291971364
-0.051864980712795106,-0.5404194487503298,0.6347992043157491,0.7739206781895603
0.2773251608533922,-0.6995803118656948,0.5171426737176531,0.5889365010842459
0.3236753590537942,-0.648751937572498,0.5901561393705577,0.6354631394976845
0.021520445373026886,-0.5742043720957336,0.46421624316890947,0.557796523830088
0.4593809734460268,-0.6893723103590988,0.47445131984965416,0.5218561186892159
0.26069514141089556,-0.6724998942815864,0.5961366893414841,0.622261600622383
-0.01308719465617214,-0.5804699178947105,0.5326477666628772,0.6674920187372619
0.19379549475543123,-0.629634196391435,0.4922690251571526,0.6160466006158533
0.13750311775988933,-0.5912797343251156,0.5298949456448382,0.6443230023004508
0.14863378945116845,-0.6124379600110514,0.534030882963696,0.5796369577535093
0.24729438244947421,-0.6418678659289211,0.5349693731108923,0.4918085461751185
0.3191749744080332,-0.7361795615192132,0.6398286486426223,0.6792525948127314
0.3038813309023858,-0.7096939059021897,0.6018301453557228,0.5747427353906783
0.14737363995663233,-0.6393620034063195,0.7037690730998098,0.5841958418100754
0.3128967015279307,-0.7145358287654001,0.6422351189623371,0.5166981564835497
0.32425186931349304,-0.6948595976829501,0.49936189507476136,0.4121381307988893
0.03460460501948015,-0.6344151619168045,0.5209529108733526,0.6256830635157895
0.6898792739795503,-0.8139618266903681,0.6668106835044831,0.5396319575832477
0.06067362180623448,-0.5935104161484069,0.5753121397736837,0.6299831308027221
0.18943903501327686,-0.6431138362571026,0.5234922667286663,0.6301113884424654
0.10539845920869251,-0.574500989234337,0.5669836013777895,0.5948094010528744
0.04423231008852713,-0.589985719806848,0.5320465934850195,0.5638617728274848
0.3134516569776946,-0.6427877118971383,0.4506052078653188,0.635067719743049
0.29861713123479894,-0.6665871600582957,0.6275070278241782,0.7231195831638328
-2.286019240205217e-4,-0.5532242931076785,0.5628833851094126,0.6436578138255655
0.3401458998735283,-0.6446483209571797,0.5585756274422488,0.750136269816559
0.21536175421765824,-0.6596365006266467,0.491995105851016,0.5916316686021477
0.16789051183739034,-0.6417604825869406,0.5735119939694213,0.6401790711496683
0.37743820350899604,-0.6638223722206621,0.5750192743087134,0.44873156260175595
-0.22669032119650678,-0.5715608820900901,0.4426670416611392,0.7200559518692365
0.27485193513287265,-0.6809316118044706,0.5430634322511507,0.7163530784160054
0.4316299923004092,-0.7362183417134068,0.6043590910970063,0.6624125658343979
0.23725091527513054,-0.6817672913759535,0.5293928458488221,0.5718775896058835
0.03815227819266087,-0.6463219428277688,0.5602527388936731,0.5874060844719055
0.19202314436902435,-0.705270765629582,0.686140645554514,0.6705382322698312
0.07204879204406822,-0.5830952781854345,0.5043537597393284,0.5888613431022313
0.15749270929589865,-0.6781424446043629,0.5724254630463815,0.5910322847045142
0.11848193381485661,-0.663515141704191,0.4911742013027398,0.6358349789386424
-0.0394119421806951,-0.5018468185817981,0.45267694390717456,0.6408755146885884
0.001462157047047885,-0.5621736847295465,0.5010384567553428,0.7298265763290263
0.2379284107407993,-0.6633505275487652,0.4973489620373908,0.5468853619485491
0.3705039089660338,-0.7084208859678336,0.5537684474049176,0.4887122227714114
-0.1767540132823835,-0.5073657369232316,0.5314460421632786,0.614053166127825
-0.008148225686320343,-0.6866080847607102,0.5755617778444396,0.5604448019574633
0.24610609050257515,-0.6464248963419986,0.44038673735325223,0.6286722488164468
0.16002161167522666,-0.6853323922036182,0.6230768752867153,0.5510903111075539
0.09172111950740502,-0.597127205048823,0.6155363601852849,0.6621294719903537
0.26403423834891515,-0.6825064458649744,0.5762756671331806,0.640687490614276
-0.1730169742013865,-0.522127296853363,0.5689804255032733,0.6466544504975384
-0.031083522960767995,-0.6176138635728426,0.5734268745954584,0.7541979638632017
-0.004637655731513979,-0.5604473160571884,0.561380643761484,0.6275140258289112
0.4951967135407165,-0.7302257489378868,0.5987528111353033,0.5762797067459376
0.7705583211900378,-0.8266570524415482,0.5584807760662616,0.5864152869584331
0.3611894610508406,-0.701385328591574,0.6539706736350837,0.443313015918292
-0.18000346113517174,-0.6134401128541075,0.4479269086914439,0.7845124181933801
-0.10180013683010447,-0.5863876478574032,0.48588499494663373,0.7285092225994035
0.11768231526644146,-0.6494708664423715,0.5799028029588741,0.5639555445550462
-0.035560979960902905,-0.6255417190775022,0.5688160163673299,0.5323275732064621
-0.19576611039227543,-0.5736928007122536,0.6092206410158001,0.6351318999302366
0.29730210161312964,-0.6567228140282684,0.608278802138998,0.7124323526007981
-0.011253484998467789,-0.4815991551930538,0.45673028460243986,0.6997666692256085
0.1562472173515499,-0.6142648361169937,0.62763602049178,0.6991071935637054
0.22335879712533835,-0.6118607226391685,0.47669898869995764,0.7317345914408308
0.09826369697432003,-0.6509247895595096,0.5127203100087984,0.6291991084570684
0.0904540796031863,-0.5932755504909586,0.5927374482399165,0.47192521629222495
-0.004111578629655055,-0.622555447798183,0.576323813433287,0.5196860952814735
-0.03037532425785905,-0.5962652127827871,0.5500074479413368,0.5620056938637753
0.19463957471563753,-0.5982029644132648,0.4686542124268079,0.7031710039427252
-0.05823353916644636,-0.5667871541526441,0.5083293190334331,0.5983081727532608
0.03715086681666668,-0.5826714286323579,0.5280365428159117,0.6644103826002371
0.03180105728423932,-0.5516531158281933,0.6356011020435145,0.6190709461927285
0.2775595496998393,-0.7154190671734807,0.6816469702010339,0.6090168967906164
-0.09240016885509261,-0.609005920297714,0.5644236934702841,0.6684460439410683
-0.11386753663159532,-0.6212515049460612,0.541126515757225,0.5424803374792356
0.303721427716114,-0.656978444521399,0.5801902786155887,0.5298327697763461
-0.037405180089965295,-0.5337958040288633,0.46268124336639593,0.544006339604778
-0.0026207645465226026,-0.5809047559393886,0.5510236953106592,0.5419589253820958
0.22645742646896827,-0.6936558884428787,0.6228624874067857,0.6938891976402032
0.11580829139162963,-0.6595003445500204,0.5732648695655678,0.5728957879593626
0.5652678763268251,-0.7426203626035233,0.6300159040299605,0.6166897583308345
-0.032771335884187236,-0.5948068384414327,0.4487960382146461,0.5833118708741913
0.23892672548997207,-0.5917457053139427,0.47928775687933267,0.6056918425070443
