b_Intercept,b_polypc1M0.521,b_polypc1M0.522,sd_doctor__Intercept,sd_picture__Intercept,sigma
1.623566791366876,5.9254624393746935,5.155145772489621,0.2806778078133963,0.13829257364029834,0.37413690985992176
1.563326425818751,5.512325659946412,4.261805129201086,0.33913365974285836,0.12101591314262361,0.37369466719573763
1.7028487714705276,5.425627395886662,4.347740553158748,0.33284381628319054,0.10624415230100816,0.373081579833924
1.5623739741439937,5.644556254570737,4.183410700142284,0.3036840644717136,0.1049706132480466,0.36955465603026305
1.5116902458367651,5.398922644507304,4.28136194438798,0.31163824374263316,0.12655335717226643,0.3837031015026111
1.4790126718961818,5.423379547719453,4.805493315779806,0.24731468998730452,0.12629579998627122,0.38956712430775875
1.463890081694961,5.128029968215921,3.688191579433615,0.21825357795822256,0.11079762467631736,0.38893627280521204
1.66416139810873,6.681563738566466,4.570651121663593,0.6007585569091751,0.11617071523335813,0.3747878998459631
1.7582076563661724,5.012267414004997,4.05169040220089,0.3966881924578262,0.12865508355798655,0.37079957802115715
1.6102215332669931,5.2212373665740595,4.195634768834376,0.2872909147257519,0.13566158081883772,0.37241564017159845
1.741942542949664,5.6936469826977545,4.058857806866971,0.26245726057638763,0.12557852591029495,0.38328329471703954
1.6162376306384025,5.9585999313238345,3.9359223177807805,0.26256040148631304,0.11688218399267526,0.3737242471145726
1.5017284230719605,5.180337163216157,4.621511149524765,0.32447672289110807,0.12799015728435176,0.38214689166063026
1.6426089100162857,5.490530306798978,4.517671492989184,0.34925840817684967,0.11773264509896332,0.37895951741460815
1.7155671239181152,5.36419864155598,3.759214859721643,0.3240846015173335,0.11617992715872,0.3738976578591073
1.5288161946898025,5.712966164247614,4.281902382456799,0.267608742801778,0.12276563256769706,0.3851495380257684
1.6085686552212217,5.6450283593379895,4.079840177262113,0.3363077322976458,0.13173548084332293,0.3843567662819667
1.6338773076608817,5.431478809390975,4.245722554130436,0.39449247032973705,0.10249960363845774,0.3752447371407142
1.6251916702144855,5.1186375474389925,4.230319314365169,0.2897605322076219,0.12218609698503947,0.3823041472155925
1.7366645588747935,4.922523093372947,4.116680459773632,0.28546779136312667,0.12345255948988162,0.3828552451838696
1.7122729966644672,4.596954529439704,4.3073162550003,0.25614520418941195,0.1108990288904058,0.3689381921214278
1.6269890741157818,5.041633278462025,4.127861957193267,0.21850398534590226,0.1305023623720068,0.38006381863798017
1.478274882824112,4.438145558665709,3.6728835990680424,0.36864603614052455,0.11103185905527335,0.3802490924342048
1.5414304734497037,5.1118118968087725,4.5883211542976134,0.2905858730688231,0.12399697008015485,0.3758646529372517
1.543714776181734,5.9813151896984245,4.549969113981325,0.2878707645784456,0.1255266188209267,0.3801085945388182
1.617833401758761,5.274023615335543,4.759743864154662,0.2568395722554453,0.11853943700730314,0.375405608656946
1.7029290232643832,5.24246688415756,4.168893417079292,0.2351464441084499,0.12773169372557677,0.37647249544932493
1.5350938946992063,5.630136504288884,3.9508506572123605,0.2332946066654683,0.10970448886360704,0.3829481047504994
1.5870993605096553,5.1506811180984435,4.0576371640299165,0.2660475456323236,0.12397767783302759,0.37512765670441983
1.5947098877649588,5.1679253316599185,3.3436031854667037,0.3169003229765982,0.1284715778658264,0.3812115423574318
1.6870119681177085,5.370583873307592,3.7137542010013735,0.3076027452063825,0.11065896762787376,0.37819282397273707
1.636675946090139,5.362545898730625,3.8697342227226508,0.2775295795717068,0.1146535333092985,0.3774156231740792
1.505832297701152,5.692344612923028,4.7706243824207215,0.27555375221009837,0.12684355362129598,0.384412630670844
1.6253436036083204,6.210451215936476,4.424565481465985,0.3413526145200576,0.12383118018847535,0.3798527252188141
1.61113442544785,5.856041654688561,4.300938256612963,0.3719057700061308,0.11748378088143893,0.3730574373897318
1.5629506917169234,5.340510478483162,4.52544002976661,0.6729987558717865,0.1235672289981124,0.37862361480393175
1.566696025844785,5.3754856757243585,3.9513701343893795,0.3478949579082379,0.11570790116354039,0.3768821637077267
1.5897932932979955,5.992338407946092,3.749646131314906,0.22793501779127398,0.135579660910891,0.37281423274349135
1.6771125863398815,4.988277710214044,4.596353040529541,0.24847780734547478,0.11758033872327103,0.3833276702685526
1.657357942548578,5.112818607408939,3.2166400956546175,0.26809523431778015,0.11759873141015693,0.38187227367691795
1.7565709782276562,5.971840460643599,3.8685885867197847,0.31942033890883226,0.12810611625929014,0.38780351376373967
1.6767897725556926,6.556337932465423,4.096424994263931,0.30499451739325173,0.12693794511279496,0.37206581351976115
1.6711833867340342,5.767598089014774,5.004697545317781,0.27697832615422013,0.11068920352433823,0.3754697181801258
1.6617087984275547,5.856159446688509,4.4252497400822435,0.2685774640310527,0.1330164093282736,0.3801751726600825
1.7089422063702706,5.4953858444575,3.0082893236153883,0.28216942163153863,0.137511130920444,0.3701955584523232
1.60495669148118,5.440571629523244,4.320032719610979,0.3730892685090491,0.12500318262946675,0.37408391970382343
1.5667570233203327,5.74075544805871,3.5481703487155922,0.4055223423752518,0.13723891699838034,0.37289892003987324
1.6258574951404061,5.5261507889299715,4.599928821065306,0.29398575543943367,0.1264824227102585,0.3711687841598439
1.6054012087396816,4.912715790667257,4.365639899450621,0.22774759036393677,0.12772206093647598,0.37091772519538613
1.5504578659102772,4.903424775179376,3.6383805436314764,0.18975531630380474,0.11479448784208658,0.37248661967585595
1.6421080192307784,5.802285378371009,3.746707553728571,0.29225541790082404,0.11345766809092163,0.37298625756540665
1.75733735011296,5.06772505241869,4.438354050435286,0.42966942205723097,0.12727074588454698,0.37745879018338774
1.5891517484043989,4.924013147650642,4.00671040945907,0.20761680910099742,0.1366018701840308,0.38360452872640793
1.4405745958331428,5.991660796789658,5.231030729119704,0.33747327503907865,0.11690711386136944,0.3760542219946101
1.4880537439817536,5.085298418273324,4.120315326800964,0.28996377507142795,0.11523475341640173,0.37069218605097054
1.6497910784902192,5.1793798336280075,3.754315994049106,0.32069188662004067,0.12571664141093083,0.37515513154719565
1.6232430332040717,6.034635751455421,3.990407862885148,0.2948117644878543,0.13394791978695883,0.37628948236442356
1.6879083541135245,5.566229670927535,3.103812791197627,0.38316218293005805,0.11006556917208817,0.37875765847586823
1.5977299111815813,6.01373454448153,4.305590258654721,0.3030971062507556,0.11665264980617131,0.3784464826377529
1.6952725281356886,4.563349666417345,3.7576436489009106,0.24102576599799425,0.13599887901509763,0.37624673473154174
1.6765110513732988,6.089481259324642,4.292874372495592,0.3272119943795204,0.10271435649136422,0.3749304512940053
1.6893040678747329,5.673484104280461,3.873855632217833,0.25540102714382906,0.11178600599142847,0.3864059258785568
1.6670261989507362,5.716048486391989,3.2913414969611865,0.31752053850489054,0.11127511073827885,0.3726080035482946
1.668055463570013,6.246390648452535,3.2334225769727083,0.2884023116581348,0.1386874384163848,0.37300282743966584
1.6946765409155247,5.748233132588102,3.240835308494425,0.30303579923494234,0.11895930477478521,0.3758843221986253
1.547962023024994,5.699763157387876,5.095424266046162,0.19348654521365186,0.1085846820303548,0.3799885531022495
1.6460504692423863,6.0726475059093445,4.36862370498142,0.2991070449070332,0.10224114316146478,0.37778465754881635
1.6815881682867437,4.601679316080362,4.631250636579159,0.22542432983043936,0.1097987910468825,0.3796012214935074
1.6285131214055069,4.499647969196337,4.239287495513118,0.49875573133636847,0.12972853870074513,0.3762654502184231
1.7466177308505844,6.298229073637935,4.300554311189273,0.535045978927703,0.1198540815186225,0.3815831895043542
1.6462623208341332,5.276544447816116,3.5694239764273408,0.31574820235945955,0.11398637524134803,0.3760715031380412
1.6962803416483843,4.779591986732101,5.048729250180055,0.32803082977623027,0.12404281666953511,0.37491879696975905
1.60673028929061,4.617667472024661,3.8606835493053544,0.45532062535462897,0.10665620260207838,0.3891674183812259
1.613977186774282,5.556818184955346,3.179353911034654,0.2279936357404622,0.12129305819041761,0.38047085189591795
1.7172091912385647,5.535997575459614,3.7389937804130398,0.3585083264539359,0.11927396629342611,0.3808208347131779
1.6487265497630201,6.216345299253174,3.8570419391552497,0.2558150451637209,0.13606874019377949,0.36934201117040605
1.6268832174250445,5.2881574677628205,3.4243539898911233,0.30330083574910627,0.12582668938104738,0.38200259558250277
1.5675288627688329,4.4965517097514995,4.487785901165839,0.28664525951107483,0.11651957972129083,0.3779504671920257
1.5313978891377664,5.5800586667009116,4.553416955234896,0.2705811959674109,0.1173076341152202,0.3771878049674025
1.7221805970782842,5.09725236225449,4.577238731634975,0.34084175936122113,0.11856406552126773,0.3731406181325139
1.8422952071110885,5.372726221472327,3.849168373654669,0.2938468697081417,0.12359689656636046,0.37844352659882524
1.785616907251212,5.504589248888676,4.002159620562604,0.26851791894076515,0.1267761213233718,0.385854735158476
1.6192544412293997,5.1634617478411915,4.362064891906669,0.29551228788969713,0.10608628581411418,0.3830765758459166
1.5810740705643438,4.859744880752964,4.467862083208285,0.3368459365076157,0.11436954946592619,0.38505398717348277
1.6000375102916276,5.9044444515410355,5.036865526038495,0.24105104848070122,0.11471321080513769,0.3795019904184544
1.7282678774985534,5.064469989993301,4.747402056918875,0.46865760793412137,0.11578477909977174,0.378080035861855
1.7139190199679601,5.138586919254074,4.947031866697862,0.3160340343433377,0.11267953844012821,0.3826879879341746
1.7884486267888222,5.989343946231681,4.622458661121994,0.3960290462954846,0.12007072193557138,0.3847506606311638
1.6023545946058746,5.443222936339779,4.63937357932138,0.299415676229055,0.12331674069146577,0.37301660530686265
1.6299342052969599,5.122511557629788,4.535177960404246,0.3280870107828608,0.11388220101767851,0.37755952952851446
1.6431195092900361,5.976327768117617,4.361499527342129,0.39601289249792315,0.12288605506606846,0.37233105270719835
1.562141409163855,4.762584261358992,4.690541334487314,0.2700958705603025,0.144306632367515,0.381259702679838
1.4481844265578805,5.238754613975931,4.581708191600421,0.4130773026541758,0.11331593804170569,0.3741921782385377
1.4671690491689042,4.555831959046086,4.846694355602043,0.325720943619369,0.103398017377059,0.37252808758393596
1.4806391777299412,4.747607594359774,4.881004176078224,0.31535007581259644,0.11456218569001309,0.3763834875206598
1.5848953180226169,5.294473484088856,4.038590238830281,0.233826374854239,0.12205704049663306,0.3744664062253736
1.5383231729748583,4.7778293009467205,4.608521764685702,0.24074571379505988,0.11021547713986098,0.3793504282858028
1.6848882820075408,5.601525480512872,4.411775919800262,0.36722411854175724,0.11476259335919572,0.373685820171364
1.4785272270660026,6.67498500093763,3.537827225926842,0.30409582379965844,0.12111633550851371,0.37793123447118354
1.5161211955189855,5.246448791686433,4.773956119379061,0.2635141335635154,0.11012379218123455,0.37808190428972127
1.6494167825520416,5.649594675538233,4.934940862159725,0.31647300545401197,0.12351330262015119,0.38199576203341395
1.600741999666866,5.148338257977362,3.621595499478521,0.2845563021502044,0.11718614768135112,0.3691663040086
1.6056373306578517,5.791548807001664,5.183485288637456,0.4009855633763299,0.11810172836510713,0.38203923387205446
1.5834511353278353,6.150409490970978,4.457478497829792,0.24695323949748288,0.10826467571041837,0.37740757467811215
1.5975454471631958,5.404809983955784,3.785648948879969,0.25847473560092843,0.1245434186884457,0.3775596378070467
1.6217369285592735,5.451602049621659,3.5323345322494712,0.1971179443532065,0.11906494761562077,0.38191594723744
1.6121708633704923,4.453771573584417,3.3065994982695357,0.20553405793743923,0.11969440374160466,0.36826327662478575
1.5134020955747844,5.2987732639936596,3.748634769628918,0.29962976373557315,0.11723949932314696,0.38589095152668096
1.4376269964344104,6.165950629877403,3.7170376717818563,0.4856858871799352,0.12642858396814613,0.37706728271474743
1.4463708571562635,4.616783818057065,5.423458840228688,0.4709891390709262,0.11727720178707218,0.37502022683781366
1.6601441892464537,5.741350841305908,3.4762655820270423,0.44638528636858493,0.11577895445943232,0.3807443534905076
1.6885550249585455,6.186578518046589,3.6639345706065893,0.40202884383708404,0.11374881379569991,0.38040506648107775
1.6823571736129121,5.089692300822596,3.3207452393481196,0.2809858691643995,0.10250166959492302,0.37806529793887417
1.6677190667585131,5.615002754742475,5.407742977820791,0.229240633474865,0.11567677071454888,0.3808820429685098
1.5415492260749453,5.403466509034468,3.7891387936544714,0.2626848913966132,0.12278380250556699,0.381971614471054
1.663494358532322,5.103476998403006,4.347151175730726,0.19394170087459797,0.12420263834255786,0.3794091071731694
1.705967896395867,4.794559490999881,4.956648442678239,0.2936053055623553,0.12118142385714815,0.3693003951911811
1.624429725432946,4.454533742372822,3.3777617531734774,0.4076638399347358,0.12610509636494338,0.38152555458424664
1.6233654891471443,6.268120547781257,4.9476658658682435,0.244977784065646,0.10426500308426319,0.38392971924935093
1.6512804823747047,5.035145020551474,3.002189245316538,0.2755228974896726,0.13172296236403555,0.380550494414311
1.560920171788254,6.960497069485509,3.418316287427988,0.3384017632667764,0.12728962482166328,0.3848549833374995
1.5961516628924783,5.680671561052354,3.674825721782476,0.24889691658073126,0.12867819397764915,0.37351021079997415
1.725106506795285,5.545638228792746,3.970718440014075,0.3057415643435014,0.12740152348622466,0.3780474633038681
1.61775745741069,6.0432260760881995,4.170248258162288,0.30293257056868855,0.12493509395213111,0.37860418870635243
1.6797970558890702,4.295035257686978,4.608287384170641,0.3007955395893152,0.11878909642905056,0.37758440810943716
1.6961640546998833,4.954070942916062,4.885817644099747,0.2696883565905775,0.11946250890170469,0.3831562816320864
1.631193876461519,5.348601838716867,4.153021728574504,0.2339017478892165,0.12371201652688035,0.3747081712796487
1.5923469469596798,4.865007912366923,3.9473907219440503,0.22880476347316087,0.12556262234402382,0.3794948025654873
1.6076352995211092,5.786782835980229,3.9365188311658548,0.22522953965351084,0.13459423872468043,0.37550941652003555
1.452889963790065,6.204460266378432,4.053325203938837,0.3537794108707937,0.10910770186242726,0.3739498022607179
1.5347390731739539,4.322057238543953,5.029970986811677,0.17990020263784576,0.12145790857275214,0.3842272050786822
1.5801354324032222,6.094294881787376,4.476559047033196,0.26839698240771975,0.13418521314643053,0.37714159385014795
1.5893666223558192,5.447359512916832,3.546917128884383,0.3291833873261682,0.11683956900588523,0.36807294897287135
1.6278450039479773,5.276966845603874,4.121751859601729,0.3981441636146461,0.12731046552811154,0.37761388985705857
1.649301380186446,5.7344083114048114,3.2808749660849728,0.37570290889943136,0.13589970101724383,0.3733474613243346
1.6175958435605138,5.1917584206943355,4.7430969413102755,0.30202189439604354,0.12816801688114685,0.3722636580133856
1.5408379978485156,5.858100006849352,4.423593323863658,0.3365435804573085,0.12366993179746978,0.36896662709880423
1.6242536252083521,6.158447844380159,3.634529906527702,0.29865275861324453,0.12868677488315713,0.381124556157592
1.7201740593867856,5.921258165722978,3.8840717862213094,0.20868706428749478,0.10860665057729718,0.3828818316544445
1.6690810371278575,5.510260535972172,3.880969445683771,0.29570237355619633,0.12019942281455238,0.3778202042140826
1.5825856752788388,6.870568223111011,4.541328227836106,0.33473374777219955,0.13702818612047296,0.37035482403112824
1.6624521762103879,4.546105393926808,4.764295230024202,0.2565897293555156,0.12904479156447018,0.385847057484227
1.4885112978643544,6.351603002289931,2.6567138369715524,0.2519270075394519,0.12009529449518463,0.374679249216257
1.546869329402254,4.9408813791463295,3.962609972487629,0.25825913274110207,0.13162889094401029,0.39023445377538657
1.5598622984287605,4.726485707536163,4.181014395556674,0.41488177635501855,0.12151644418621073,0.37797014897780234
