b_Intercept,b_decisionfirst,b_decisionfirst:typewicked,b_decisionsecond,b_decisionsecond:typewicked,b_typewicked,sd_doctor__Intercept,sd_picture__Intercept
0.5381321878902134,-1.1991822155078478,1.473739796464902,0.2243491769124964,0.8256900457017519,-0.9798889093795368,0.048072260270723394,0.043595241589530945
0.447826852474292,-1.2136442135658865,0.8649589151918928,0.1415864210675924,0.35187771265401374,-0.32026839647641836,0.1374252458487276,0.0684292034418951
0.7462173080135011,-1.4471808194043527,0.20674023139533232,-0.2810679513586144,0.260088736006697,0.010848087084525664,0.055493535130152476,0.07364516608456566
0.505386038042686,-1.3833774327530355,0.5446876243803334,0.2038600569975571,0.5870726619775272,-0.09752640153159747,0.027756607546814135,0.054652387478571304
0.4581865939269959,-1.2180927886028003,0.6019056375166199,0.3261803834154678,0.5679590302816461,-0.39398542937813474,0.17424694895642456,0.09889492764686998
0.7287519759095944,-1.123763195875737,0.41771687694584714,-0.11166874233387358,0.08121955671508971,0.03933925618208625,0.16933113143125061,0.06757036379029271
0.599976778211333,-1.2089914269327868,0.6981203985719562,0.07709236617931955,0.24132399116415537,-0.6001839758046249,0.04521679713004677,0.07753756170905497
0.6492734269398058,-1.2245503567998073,0.8626727436989909,0.11528789072776215,0.4804530337071816,-0.6272446839908977,0.15873682865782524,0.10007210659062106
0.4241718082307073,-0.9051351127356236,-0.28839495811357446,0.21486173537018702,-0.5972029054560244,0.006232719677897614,0.10029729309621586,0.058913740326511026
0.5163115307152802,-1.3305443806007788,0.3347845910466777,0.14215154905418423,0.1674576315685743,-0.5412655109322716,0.07645182334704632,0.009329821828412558
0.48316778948777894,-1.2958019167888108,0.21786810372368326,0.378007427471797,-1.7892125440525934,0.44206365331568986,0.24781152920426266,0.029568959817909288
0.7403191820233266,-1.368135210940024,0.7756841325849078,0.1548760070370035,0.7459178256640908,-0.7746382131933855,0.19359679942657926,0.05244563930845616
0.6335454421048936,-1.1374069077294977,0.3154287886993477,0.08168375748077782,-0.17691907985840125,-0.19632107655384595,0.10832866160210569,0.07923954512194827
0.44930506249685126,-1.238195805805637,-0.15962601705682314,0.3043488688190608,0.26100036172793567,-0.42269343986571695,0.10188014153963876,0.0659898148725765
0.6172191291045106,-1.1577664925080884,1.4085939547896884,0.02634228214495151,0.4096044359142264,-0.3812418682712764,0.005606390673892861,0.06993585401072064
0.6863082566428494,-1.3352153714421637,-0.24564683071746424,-0.06795919657306118,-0.11808415220724627,-0.03393910250596686,0.07682026475616076,0.04107597146605514
0.438743792558771,-1.193205874600439,0.7411852762240614,0.2654555610142409,-0.21992069317211554,-0.5416530280868397,0.22789167105536684,0.03907779497535148
0.6493476084861405,-1.2917588639760078,1.4380218151456103,0.31309755912019765,0.7128203310084815,-0.8413892385361277,0.24630356992748262,0.027350051614091146
0.4565574041465509,-1.1253327624549574,0.8634094883025654,0.3386618155040065,1.1524446943117224,-0.9140612695638636,0.029208690323935322,0.0872253593007851
0.47813325537379436,-1.2370256455104685,0.48849522332898054,0.4429482968555223,-0.5429431436694907,-0.2751207293539242,0.1761302304147301,0.0029954760559676085
0.49206762563156653,-1.1715802115792007,0.901598019249674,0.11698395469611952,0.7471313566078264,-0.8045235270853265,0.009097168226217664,0.06816059845100772
0.594083069532086,-1.160617908054368,0.3337916046361292,-0.06527006871570895,-0.27448828972941675,-0.11312991920796615,0.09898727497233561,0.003488870058490241
0.45556026836951313,-0.9781900116016754,0.33653177556470615,0.1535191224265917,0.4839676026901683,-0.09771799512733331,0.1663524840345832,0.03221498636246707
0.5600704540317172,-1.0881255704308537,0.46902336324116134,0.09694377277619003,0.15870830782728196,-0.17488680094171974,0.036073372795378415,0.017253329357463577
0.4925907430876675,-1.1897453948893788,0.3057825146630821,0.2885410718846128,0.4641016677159687,-0.3138122856962946,0.1922338186879342,0.09042231096832952
0.5700771419859993,-1.273125868252152,0.7697447855535342,0.05976242274368149,-0.8076570430576928,-0.4086873940518854,0.15712535418441514,0.04697432464951721
0.5045036289073852,-1.1687810465598352,0.520457249135547,0.41611021383024577,0.48875068894552093,-0.8645006335421098,0.12014849945605653,9.323760189828018e-4
0.4291716534238632,-1.0260898320211567,-0.40522918710385675,0.17085949853487614,-0.16106053013560434,-0.012107870059503624,0.10650146757448585,0.055591797590642186
0.5567272811817727,-1.0921636727644883,0.09786756660939529,0.13441145028747925,0.6322456120255898,-0.11352075168435663,0.10613730971937935,0.01355667108178783
0.5486553183213511,-1.0620731157649073,-0.20347326481699538,0.2738980188997401,-0.8850836647902427,-0.009181241173990967,0.14883411204455252,0.0395642368564914
0.5781148930462279,-1.181741641069406,0.15792339017677637,0.043514831471460666,-0.15082660984651913,0.22867217285788285,0.2135991627613088,0.01696313779415709
0.5272814773135256,-1.3616273338666445,0.5296727700350494,0.06783947389185925,-0.07540414028175235,-0.21548192025855284,0.18681494197713566,0.013036265948600417
0.46156249550735345,-1.2467552528881363,0.9833817497914207,0.09652521295108828,-0.049373539191199495,-0.4130104487016029,0.040091197779600636,0.010929229632107386
0.5428855333121563,-1.0336021118027503,0.3754513449544568,0.3402381075006253,0.17908136144391917,-0.3471202758139507,0.1644994783112366,0.12928017007249135
0.6040134854571175,-1.310955599029616,0.02064697959128635,0.40440162007480723,0.0021458495321829314,-0.30794604863541425,0.09070795040240248,0.18806110391820077
0.5868018275658771,-1.3677620554257723,0.44716294107122745,0.08689237810559325,0.18707119661314608,-0.611484318940066,0.041328902276172294,0.08673565337497399
0.5520141583774894,-1.3436109521712158,0.8236320668075198,0.28263689016097526,0.3823977341004559,-0.8382241089975998,0.2296863132607957,0.019706953912163254
0.6018340654661152,-1.243580832414034,-0.0039129980654957625,0.028939211338227806,-0.4234687072497221,0.05890622762262093,0.13733643897507847,0.0868129054292167
0.8194683254845354,-1.3995568886493406,0.2755456692430476,-0.14207005373085246,0.4360885510995167,-0.38685000770598754,0.23450113109407159,0.007725154430021556
0.5107345152826809,-1.1573185997785387,0.4527908966654994,0.3666783737686078,0.8620526551035603,-0.7513857791389514,0.11781503515461696,0.06013342542265514
0.6770771846072223,-1.1922200596307118,0.9070124165140198,0.08855549918482267,-0.24361324567564063,-0.28707506213292844,0.1634107489862502,0.02984352175862336
0.5374516379931542,-1.365763928238287,1.680015169197085,0.2522583969383292,0.9065576249504932,-0.9694562207052738,0.12969489997471417,3.385280345655128e-4
0.684625874173634,-1.3099247275578434,0.05253269440424377,-0.17002936663882962,0.46472275202855196,0.14556069073508163,0.15425014357423678,0.04296083911243069
0.4811662005835149,-1.1972556041889322,1.06797879587649,0.3238237188566486,0.21449284408371105,-0.5439090800484974,0.1060130838613409,0.04952204779560906
0.3274092735781683,-0.8895771674400238,0.687347314388917,0.30778640799110196,-0.08379620554989048,-0.08093646275183809,0.0424777966446766,0.03384284066928658
0.42954990346389893,-1.3702991620708151,1.0538162341615307,0.15680247294078695,0.7492532635167994,-0.5535544143459117,0.0871271191890276,0.030299212079440002
0.41160565490148315,-0.9633504223890328,-0.28516904109587493,0.2638329813061382,0.1598131188094916,0.1397933761972295,0.04875855454218615,0.01426124694726466
0.5294002239621525,-1.2435675195483729,0.9208832042786537,0.3966412827811921,-0.11602777766522829,-0.6856823514428059,0.1269492662025375,0.034284950369442485
0.5718559403411609,-1.1968543768747644,0.2993912165280048,0.14895481564875318,0.09430221306170682,-0.020247868322971048,0.0834931313879994,0.04189586179617174
0.47270073318113903,-1.3463912686504504,0.3434719135873199,0.1310567340459327,0.42485629386507195,-0.37166320546205023,0.025912603680301356,0.013995154649752577
0.5491785679041576,-1.2004661775480077,0.948777095533462,-0.06818504687223856,-0.28481716505820537,-0.42925412520822964,0.21820800085221623,0.07233052286801848
0.6002539457676374,-1.1344019839420043,0.5529563734440549,0.07654740182110394,-0.12125627082679741,-0.5653210384722371,0.1492683562174484,0.02189360606244653
0.689204462648894,-1.3913331535252282,1.0949858558337189,0.09088029577813769,0.8698452947146802,-0.7112722137691302,0.13748404483901658,0.005219414252023206
0.7089171829809202,-1.432362679190578,0.8664021871801816,-0.097927456817343,0.7022212455548342,-0.5373194548052727,0.13902863316643785,0.084080737801994
0.6850088700799983,-1.3720645779330858,0.6698172443124218,0.2650216692482615,0.15216201638079097,-0.7603592596426583,0.2848216317278405,0.028709230262237172
0.4059211271563727,-1.0013075345977542,0.6939749609322459,0.2072939051263787,-0.2645086855059899,-0.1990826376250175,0.008696033937696088,0.04512572433529569
0.5586629594942678,-1.3414710792519609,0.2680776323794775,0.07160868405545452,-0.04098619253389055,-0.07646042484198591,0.16604121438504588,0.0025924560025539214
0.5594215822920143,-1.2340682758971238,1.138197002975243,0.16190831017160193,-0.026954431852651145,-0.32294765510011436,0.0705410355386073,0.07275214263420776
0.37528353024187566,-1.0021744579031757,1.3391272474398366,0.30381462871684384,1.2115753413674806,-1.0367963341786988,0.05675361838944323,0.07391685581665945
0.5638555359613509,-1.31113368871839,0.6025499314874987,0.18029711028178555,-0.5498155086113699,0.11764090499172898,0.12054348640845322,0.0447852132242005
0.5216134911658385,-1.2101015591045048,-0.3219541411927801,0.028048695619671687,-0.35580682151827336,0.21310567469584155,0.12031579606569837,0.015833794868805737
0.58650637249271,-1.3676709556685347,0.2382114716296469,0.2624554076583426,-0.0623983279467038,-0.32646294243795804,0.12444809114501369,0.09338951845598777
0.5322333253438382,-1.1005509104964306,0.7817751321084219,0.15688223394741882,0.03797870733353828,-0.28494792876693187,0.14049633218177793,0.08370798430990434
